item_number,name,year,theme,subtheme,pieces,minifigures,image_url,gbp_msrp,usd_msrp,cad_msrp,eur_msrp,packaging,availability
10575,Creative Building Cube,2014,Duplo,,75,NA,http://images.brickset.com/sets/images/10575-1.jpg,24.99,29.99,34.99,24.99,Box,Retail
10576,Zoo Care,2014,Duplo,,9,1,http://images.brickset.com/sets/images/10576-1.jpg,5.99,6.99,8.99,6.99,Box,Retail
10577,Big Royal Castle,2014,Duplo,,135,NA,http://images.brickset.com/sets/images/10577-1.jpg,49.99,59.99,69.99,59.99,Box,Retail
10579,Clubhouse Cafe,2014,Duplo,,16,NA,http://images.brickset.com/sets/images/10579-1.jpg,12.99,12.99,15.99,14.99,Box,Retail
10580,Deluxe Box of Fun,2014,Duplo,,95,2,http://images.brickset.com/sets/images/10580-1.jpg,34.99,49.99,59.99,44.99,Box,Retail
10665,Spider-Man: Spider-Car Pursuit,2014,Juniors,,55,2,http://images.brickset.com/sets/images/10665-1.jpg,11.99,12.99,12.99,12.99,Box,Retail
10666,Digger,2014,Juniors,,75,1,http://images.brickset.com/sets/images/10666-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
10667,Construction,2014,Juniors,,160,1,http://images.brickset.com/sets/images/10667-1.jpg,14.99,14.99,17.99,17.99,Bucket,Retail
10668,The Princess Play Castle,2014,Juniors,,150,1,http://images.brickset.com/sets/images/10668-1.jpg,14.99,14.99,17.99,17.99,Bucket,Retail
10669,Turtle Lair,2014,Juniors,,107,2,http://images.brickset.com/sets/images/10669-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
10671,Fire Emergency,2014,Juniors,,123,2,http://images.brickset.com/sets/images/10671-1.jpg,15.99,19.99,24.99,19.99,Box,Retail - limited
10672,Batman: Defend the Batcave,2014,Juniors,,150,3,http://images.brickset.com/sets/images/10672-1.jpg,29.99,29.99,29.99,32.99,Box,Retail
10673,Race Car Rally,2014,Juniors,,350,2,http://images.brickset.com/sets/images/10673-1.jpg,24.99,29.99,34.99,29.99,Tub,Retail
10674,Pony Farm,2014,Juniors,,306,1,http://images.brickset.com/sets/images/10674-1.jpg,24.99,29.99,34.99,29.99,Tub,Retail
10675,Police - The Big Escape,2014,Juniors,,146,3,http://images.brickset.com/sets/images/10675-1.jpg,24.99,29.99,29.99,29.99,Box,Retail
10676,Knights' Castle,2014,Juniors,,480,4,http://images.brickset.com/sets/images/10676-1.jpg,34.99,49.99,59.99,44.99,Box,Retail
10681,Creative Building Cube,2014,Bricks and More,,600,NA,http://images.brickset.com/sets/images/10681-1.jpg,24.99,NA,NA,24.99,Box,Retail
10682,Creative Suitcase,2014,Bricks and More,,1000,NA,http://images.brickset.com/sets/images/10682-1.jpg,34.99,59.99,69.99,39.99,Box,Retail
21019,The Eiffel Tower,2014,Architecture,Landmark Series,321,NA,http://images.brickset.com/sets/images/21019-1.jpg,29.99,34.99,44.99,34.99,Box,Retail
21020,Trevi Fountain,2014,Architecture,Landmark series,731,NA,http://images.brickset.com/sets/images/21020-1.jpg,39.99,49.99,59.99,49.99,Box,Retail - limited
21104,NASA Mars Science Laboratory Curiosity Rover,2014,Ideas,,295,NA,http://images.brickset.com/sets/images/21104-1.jpg,24.99,29.99,34.99,29.99,Box,LEGO exclusive
21107,The End,2014,Minecraft,Micro World,440,4,http://images.brickset.com/sets/images/21107-1.jpg,29.99,34.99,44.99,34.99,Box,Retail - limited
21108,Ghostbusters Ecto-1,2014,Ideas,,508,4,http://images.brickset.com/sets/images/21108-1.jpg,44.99,49.99,59.99,49.99,Box,Retail - limited
21109,Exo-Suit,2014,Ideas,,321,2,http://images.brickset.com/sets/images/21109-1.jpg,29.99,34.99,44.99,24.49,Box,Retail - limited
21110,Research Institute,2014,Ideas,,165,3,http://images.brickset.com/sets/images/21110-1.jpg,15.99,19.99,24.99,19.99,Box,Retail - limited
21113,The Cave,2014,Minecraft,Minifig-scale,249,2,http://images.brickset.com/sets/images/21113-1.jpg,19.99,19.99,24.99,19.99,Box,Retail - limited
21114,The Farm,2014,Minecraft,Minifig-scale,262,2,http://images.brickset.com/sets/images/21114-1.jpg,24.99,29.99,39.99,29.99,Box,Retail - limited
21115,The First Night,2014,Minecraft,Minifig-scale,408,2,http://images.brickset.com/sets/images/21115-1.jpg,39.99,39.99,49.99,39.99,Box,Retail - limited
21116,Crafting Box,2014,Minecraft,Minifig-scale,518,2,http://images.brickset.com/sets/images/21116-1.jpg,49.99,49.99,59.99,54.99,Box,Retail - limited
21117,The Ender Dragon,2014,Minecraft,Minifig-scale,634,4,http://images.brickset.com/sets/images/21117-1.jpg,59.99,69.99,89.99,69.99,Box,Retail - limited
21118,The Mine,2014,Minecraft,Minifig-scale,922,4,http://images.brickset.com/sets/images/21118-1.jpg,89.99,109.99,129.99,99.99,Box,Retail - limited
21204,Town Master,2014,Fusion,,256,1,http://images.brickset.com/sets/images/21204-1.jpg,NA,19.99,NA,NA,Box,Not specified
21205,Battle Towers,2014,Fusion,,212,NA,http://images.brickset.com/sets/images/21205-1.jpg,NA,19.99,NA,NA,Box,Not specified
21206,Create and Race,2014,Fusion,,223,NA,http://images.brickset.com/sets/images/21206-1.jpg,NA,34.99,NA,NA,Box,Not specified
21208,Resort Designer,2014,Fusion,,263,1,http://images.brickset.com/sets/images/21208-1.jpg,NA,19.99,NA,NA,Box,Not specified
30068,Apple,2014,Duplo,,6,NA,http://images.brickset.com/sets/images/30068-1.jpg,NA,2.2,NA,NA,Polybag,Retail - limited
30112,Emma's Flower Stand,2014,Friends,,33,1,http://images.brickset.com/sets/images/30112-1.jpg,NA,4.99,NA,NA,Polybag,Retail - limited
30115,Jungle Boat,2014,Friends,,31,1,http://images.brickset.com/sets/images/30115-1.jpg,NA,4.99,NA,NA,Polybag,Retail - limited
30116,Rapunzel's Market Visit,2014,Disney Princess,Tangled,37,1,http://images.brickset.com/sets/images/30116-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
30187,Fast Car ,2014,Creator,,56,NA,http://images.brickset.com/sets/images/30187-1.jpg,NA,3.29,NA,NA,Polybag,Promotional
30197,Snowman,2014,Creator,Seasonal,60,NA,http://images.brickset.com/sets/images/30197-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
30227,Police Watercraft,2014,City,Police,36,2,http://images.brickset.com/sets/images/30227-1.jpg,NA,4.99,NA,NA,Polybag,Retail - limited
30229,Repair Lift ,2014,City,Traffic,40,1,http://images.brickset.com/sets/images/30229-1.jpg,NA,3.49,NA,NA,Polybag,Retail - limited
30244,Anakin's Jedi Interceptor,2014,Star Wars,Mini building set,45,NA,http://images.brickset.com/sets/images/30244-1.jpg,NA,4.49,NA,NA,Polybag,Retail - limited
30246,Imperial Shuttle,2014,Star Wars,Mini building set,57,NA,http://images.brickset.com/sets/images/30246-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
30247,ARC-170 Starfighter,2014,Star Wars,Mini building set,54,NA,http://images.brickset.com/sets/images/30247-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
30264,Frax' Phoenix Flyer,2014,Legends of Chima,,32,1,http://images.brickset.com/sets/images/30264-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
30265,Worriz' Fire Bike,2014,Legends of Chima,,31,1,http://images.brickset.com/sets/images/30265-1.jpg,NA,4.69,NA,NA,Polybag,Promotional
30271,Mikey's Mini-Shellraiser,2014,Teenage Mutant Ninja Turtles,,47,1,http://images.brickset.com/sets/images/30271-1.jpg,NA,4.99,NA,NA,Polybag,Retail - limited
30282,Super Secret Police Enforcer ,2014,The LEGO Movie,,40,1,http://images.brickset.com/sets/images/30282-1.jpg,NA,4.99,NA,NA,Polybag,Retail - limited
30300,The Batman Tumbler,2014,DC Comics Super Heroes,The Dark Knight Trilogy,57,NA,http://images.brickset.com/sets/images/30300-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
30301,Batwing,2014,DC Comics Super Heroes,Batman,45,NA,http://images.brickset.com/sets/images/30301-1.jpg,NA,4.99,NA,NA,Polybag,Retail - limited
30302,Spider-Man,2014,Marvel Super Heroes,Ultimate Spider-Man,45,1,http://images.brickset.com/sets/images/30302-1.jpg,NA,3.99,NA,NA,Polybag,Retail - limited
31013,Red Thunder,2014,Creator,,66,NA,http://images.brickset.com/sets/images/31013-1.jpg,4.99,4.99,6.99,4.99,Box,Retail
31014,Power Digger,2014,Creator,,64,NA,http://images.brickset.com/sets/images/31014-1.jpg,4.99,4.99,6.99,4.99,Box,Retail
31015,Emerald Express,2014,Creator,,56,NA,http://images.brickset.com/sets/images/31015-1.jpg,4.99,4.99,6.99,4.99,Box,Retail
31017,Sunset Speeder,2014,Creator,,119,NA,http://images.brickset.com/sets/images/31017-1.jpg,9.99,12.99,15.99,9.99,Box,Retail
31018,Highway Cruiser,2014,Creator,,129,NA,http://images.brickset.com/sets/images/31018-1.jpg,9.99,12.99,15.99,9.99,Box,Retail
31019,Forest Animals,2014,Creator,,272,NA,http://images.brickset.com/sets/images/31019-1.jpg,17.99,19.99,24.99,12.59,Box,Retail
31020,Twinblade Adventures,2014,Creator,,216,NA,http://images.brickset.com/sets/images/31020-1.jpg,12.99,17.99,19.99,14.99,Box,Retail
31021,Furry Creatures,2014,Creator,,285,NA,http://images.brickset.com/sets/images/31021-1.jpg,17.99,19.99,24.99,12.59,Box,Retail
31022,Turbo Quad,2014,Creator,,186,NA,http://images.brickset.com/sets/images/31022-1.jpg,17.99,24.99,29.99,19.99,Box,Retail
31023,Yellow Racers,2014,Creator,,328,NA,http://images.brickset.com/sets/images/31023-1.jpg,19.99,29.99,39.99,24.99,Not specified,Not specified
31024,Roaring Power,2014,Creator,,374,NA,http://images.brickset.com/sets/images/31024-1.jpg,19.99,29.99,39.99,29.99,Box,Retail
31025,Mountain Hut,2014,Creator,,550,1,http://images.brickset.com/sets/images/31025-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
31026,Bike Shop & Cafe,2014,Creator,,1023,3,http://images.brickset.com/sets/images/31026-1.jpg,64.99,89.99,109.99,69.99,Not specified,Not specified
40085,LEGO Valentine,2014,Seasonal,Valentines,127,NA,http://images.brickset.com/sets/images/40085-1.jpg,8.49,9.99,11.99,9.99,Box,LEGO exclusive
40086,LEGO Easter,2014,Seasonal,Easter,106,NA,http://images.brickset.com/sets/images/40086-1.jpg,8.49,9.99,11.99,9.99,Box,LEGO exclusive
40090,Halloween Bat,2014,Seasonal,Halloween,156,NA,http://images.brickset.com/sets/images/40090-1.jpg,8.49,9.99,11.99,4.99,Box,LEGO exclusive
40091,Thanksgiving Turkey,2014,Seasonal,Thanksgiving,125,NA,http://images.brickset.com/sets/images/40091-1.jpg,8.49,9.99,11.99,9.99,Box,LEGO exclusive
40092,Reindeer,2014,Seasonal,Christmas,139,NA,http://images.brickset.com/sets/images/40092-1.jpg,8.49,9.99,11.99,9.99,Box,LEGO exclusive
40093,Snowman,2014,Seasonal,Christmas,140,NA,http://images.brickset.com/sets/images/40093-1.jpg,8.49,9.99,11.99,9.99,Box,LEGO exclusive
40094,Snowplough,2014,Promotional,Monthly Mini Model Build,46,NA,http://images.brickset.com/sets/images/40094-1.jpg,0,0,NA,0,Polybag,LEGO exclusive
40095,Micro Manager,2014,Promotional,Monthly Mini Model Build,50,NA,http://images.brickset.com/sets/images/40095-1.jpg,0,0,NA,0,Not specified,LEGO exclusive
40096,Spring Tree,2014,Promotional,Monthly Mini Model Build,NA,NA,http://images.brickset.com/sets/images/40096-1.jpg,0,0,NA,0,Polybag,LEGO exclusive
40097,Helicopter,2014,Promotional,Monthly Mini Model Build,44,NA,http://images.brickset.com/sets/images/40097-1.jpg,0,0,NA,0,Polybag,LEGO exclusive
40098,Dragon,2014,Promotional,Monthly Mini Model Build,NA,NA,http://images.brickset.com/sets/images/40098-1.jpg,0,0,NA,0,Polybag,LEGO exclusive
40108,Balloon Cart,2014,Creator,,66,2,http://images.brickset.com/sets/images/40108-1.jpg,NA,4.99,NA,NA,Polybag,Promotional
40110,LEGO City Coin Bank,2014,City,Police,122,1,http://images.brickset.com/sets/images/40110-1.jpg,10.99,14.99,17.99,12.99,Box,LEGO exclusive
40112,Model Catwalk,2014,Friends,,144,NA,http://images.brickset.com/sets/images/40112-1.jpg,10.99,14.99,17.99,6.49,Box,LEGO exclusive
40114,Buildable Jewellery Box,2014,Friends,,201,NA,http://images.brickset.com/sets/images/40114-1.jpg,10.99,14.99,17.99,12.99,Not specified,Not specified
40115,LEGOLAND Entrance with Family,2014,Promotional,LEGOLAND,320,NA,http://images.brickset.com/sets/images/40115-1.jpg,12.99,NA,NA,NA,Box,LEGOLAND exclusive
40116,Hero Robot,2014,HERO Factory,,31,1,http://images.brickset.com/sets/images/40116-1.jpg,4.99,NA,NA,NA,Polybag,Retail - limited
40118,Buildable Brick Box 2x2,2014,Miscellaneous,,203,1,http://images.brickset.com/sets/images/40118-1.jpg,12.99,16.99,19.99,14.99,Box,LEGO exclusive
40180,Bricktober Theater,2014,Promotional,Toys R Us,164,NA,http://images.brickset.com/sets/images/40180-1.jpg,NA,19.99,NA,NA,Box,Retail - limited
40181,Bricktober Pizza Place,2014,Promotional,Toys R Us,139,NA,http://images.brickset.com/sets/images/40181-1.jpg,NA,19.99,NA,NA,Box,Retail - limited
40182,Bricktober Fire Station,2014,Promotional,Toys R Us,175,NA,http://images.brickset.com/sets/images/40182-1.jpg,NA,19.99,NA,NA,Box,Retail - limited
40183,Bricktober Town Hall,2014,Promotional,Toys R Us,186,NA,http://images.brickset.com/sets/images/40183-1.jpg,NA,19.99,NA,NA,Box,Retail - limited
41026,Sunshine Harvest,2014,Friends,,233,1,http://images.brickset.com/sets/images/41026-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
41027,Mia's Lemonade Stand,2014,Friends,,112,1,http://images.brickset.com/sets/images/41027-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
41028,Emma's Lifeguard Post,2014,Friends,,78,1,http://images.brickset.com/sets/images/41028-1.jpg,9.99,9.99,12.99,6.99,Box,Retail
41029,Stephanie's New Born Lamb,2014,Friends,,78,1,http://images.brickset.com/sets/images/41029-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
41030,Olivia's Ice Cream Bike,2014,Friends,,98,1,http://images.brickset.com/sets/images/41030-1.jpg,9.99,9.99,12.99,6.99,Box,Retail
41031,Andrea's Mountain Hut,2014,Friends,,119,1,http://images.brickset.com/sets/images/41031-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
41032,First Aid Jungle Bike,2014,Friends,Jungle Rescue,156,1,http://images.brickset.com/sets/images/41032-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
41033,Jungle Falls Rescue,2014,Friends,Jungle Rescue,183,1,http://images.brickset.com/sets/images/41033-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
41034,Summer Caravan,2014,Friends,,297,2,http://images.brickset.com/sets/images/41034-1.jpg,19.99,29.99,39.99,24.99,Box,Retail
41035,Heartlake Juice Bar,2014,Friends,,277,2,http://images.brickset.com/sets/images/41035-1.jpg,24.99,29.99,39.99,32.99,Box,Retail
41036,Jungle Bridge Rescue,2014,Friends,Jungle Rescue,365,2,http://images.brickset.com/sets/images/41036-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
41037,Stephanie's Beach House,2014,Friends,,369,2,http://images.brickset.com/sets/images/41037-1.jpg,39.99,39.99,49.99,39.99,Box,Retail
41038,Jungle Rescue Base,2014,Friends,Jungle Rescue,472,2,http://images.brickset.com/sets/images/41038-1.jpg,44.99,59.99,69.99,49.99,Box,Retail
41039,Sunshine Ranch,2014,Friends,,721,2,http://images.brickset.com/sets/images/41039-1.jpg,59.99,69.99,89.99,69.99,Box,Retail
41040,Friends Advent Calendar,2014,Friends,Seasonal,228,2,http://images.brickset.com/sets/images/41040-1.jpg,19.99,29.99,39.99,19.99,Box,Retail - limited
41041,Turtle's Little Paradise,2014,Friends,Animals series 4,43,NA,http://images.brickset.com/sets/images/41041-1.jpg,2.99,3.99,5.99,3.99,Foil pack,Retail
41042,Tiger's Beautiful Temple,2014,Friends,Animals series 4,42,NA,http://images.brickset.com/sets/images/41042-1.jpg,2.99,3.99,5.99,3.99,Foil pack,Retail
41043,Penguin's Playground,2014,Friends,Animals series 4,46,NA,http://images.brickset.com/sets/images/41043-1.jpg,2.99,3.99,5.99,3.99,Foil pack,Retail
41044,Macaw's Fountain,2014,Friends,Animals series 5,39,NA,http://images.brickset.com/sets/images/41044-1.jpg,2.99,3.99,5.99,3.99,Foil pack,Retail
41045,Orangutan's Banana Tree,2014,Friends,Animals series 5,37,NA,http://images.brickset.com/sets/images/41045-1.jpg,2.99,3.99,5.99,3.99,Foil pack,Retail
41046,Brown Bear's River,2014,Friends,Animals series 5,37,NA,http://images.brickset.com/sets/images/41046-1.jpg,2.99,3.99,5.99,3.99,Not specified,Not specified
41047,Seal's Little Rock,2014,Friends,Animals Series 6,37,NA,http://images.brickset.com/sets/images/41047-1.jpg,2.99,NA,5.99,3.99,Foil pack,Retail
41048,Lion Cub's Savannah,2014,Friends,Animals Series 6,43,NA,http://images.brickset.com/sets/images/41048-1.jpg,2.99,NA,5.99,3.99,Foil pack,Retail
41049,Panda's Bamboo,2014,Friends,Animals Series 6,47,NA,http://images.brickset.com/sets/images/41049-1.jpg,2.99,NA,5.99,3.99,Foil pack,Retail
41050,Ariel's Amazing Treasures,2014,Disney Princess,The Little Mermaid,77,1,http://images.brickset.com/sets/images/41050-1.jpg,11.99,12.99,15.99,12.99,Box,Retail
41051,Merida's Highland Games,2014,Disney Princess,Brave,145,1,http://images.brickset.com/sets/images/41051-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
41052,Ariel's Magical Kiss,2014,Disney Princess,The Little Mermaid,250,2,http://images.brickset.com/sets/images/41052-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
41053,Cinderella's Dream Carriage,2014,Disney Princess,Cinderella,274,1,http://images.brickset.com/sets/images/41053-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
41054,Rapunzel's Creativity Tower,2014,Disney Princess,Tangled,299,2,http://images.brickset.com/sets/images/41054-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
41055,Cinderella's Romantic Castle,2014,Disney Princess,Cinderella,646,2,http://images.brickset.com/sets/images/41055-1.jpg,59.99,69.99,89.99,69.99,Box,Retail
41056,Heartlake News Van,2014,Friends,,278,2,http://images.brickset.com/sets/images/41056-1.jpg,19.99,24.99,29.99,24.99,Box,Retail
41057,Heartlake Horse Show,2014,Friends,,355,2,http://images.brickset.com/sets/images/41057-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
41058,Heartlake Shopping Mall,2014,Friends,,1120,4,http://images.brickset.com/sets/images/41058-1.jpg,79.99,109.99,129.99,99.99,Box,Retail
41059,Jungle Tree Sanctuary,2014,Friends,Jungle Rescue,320,1,http://images.brickset.com/sets/images/41059-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
41500,Flain,2014,Mixels,Series 1,58,NA,http://images.brickset.com/sets/images/41500-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41501,Vulk,2014,Mixels,Series 1,69,NA,http://images.brickset.com/sets/images/41501-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41502,Zorch,2014,Mixels,Series 1,45,NA,http://images.brickset.com/sets/images/41502-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41503,Krader,2014,Mixels,Series 1,66,NA,http://images.brickset.com/sets/images/41503-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41504,Seismo,2014,Mixels,Series 1,50,NA,http://images.brickset.com/sets/images/41504-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41505,Shuff,2014,Mixels,Series 1,51,NA,http://images.brickset.com/sets/images/41505-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41506,Teslo,2014,Mixels,Series 1,54,NA,http://images.brickset.com/sets/images/41506-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41507,Zaptor,2014,Mixels,Series 1,61,NA,http://images.brickset.com/sets/images/41507-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41508,Volectro,2014,Mixels,Series 1,70,NA,http://images.brickset.com/sets/images/41508-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41509,Slumbo,2014,Mixels,Series 2,61,NA,http://images.brickset.com/sets/images/41509-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41510,Lunk,2014,Mixels,Series 2,51,NA,http://images.brickset.com/sets/images/41510-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41511,Flurr,2014,Mixels,Series 2,46,NA,http://images.brickset.com/sets/images/41511-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41512,Chomly,2014,Mixels,Series 2,68,NA,http://images.brickset.com/sets/images/41512-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41513,Gobba,2014,Mixels,Series 2,57,NA,http://images.brickset.com/sets/images/41513-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41514,Jawg,2014,Mixels,Series 2,61,NA,http://images.brickset.com/sets/images/41514-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41515,Kraw,2014,Mixels,Series 2,70,NA,http://images.brickset.com/sets/images/41515-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41516,Tentro,2014,Mixels,Series 2,69,NA,http://images.brickset.com/sets/images/41516-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41517,Balk,2014,Mixels,Series 2,68,NA,http://images.brickset.com/sets/images/41517-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41518,Glomp,2014,Mixels,Series 3,64,NA,http://images.brickset.com/sets/images/41518-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41519,Glurt,2014,Mixels,Series 3,62,NA,http://images.brickset.com/sets/images/41519-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41520,Torts,2014,Mixels,Series 3,48,NA,http://images.brickset.com/sets/images/41520-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41521,Footi,2014,Mixels,Series 3,72,NA,http://images.brickset.com/sets/images/41521-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41522,Scorpi,2014,Mixels,Series 3,70,NA,http://images.brickset.com/sets/images/41522-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41523,Hoogi,2014,Mixels,Series 3,69,NA,http://images.brickset.com/sets/images/41523-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41524,Mesmo,2014,Mixels,Series 3,64,NA,http://images.brickset.com/sets/images/41524-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41525,Magnifo,2014,Mixels,Series 3,61,NA,http://images.brickset.com/sets/images/41525-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
41526,Wizwuz,2014,Mixels,Series 3,70,NA,http://images.brickset.com/sets/images/41526-1.jpg,2.99,4.99,5.99,3.99,Foil pack,Retail
42020,Twin Rotor Helicopter,2014,Technic,,145,NA,http://images.brickset.com/sets/images/42020-1.jpg,7.99,12.99,14.99,9.99,Box,Retail
42021,Snowmobile,2014,Technic,,186,NA,http://images.brickset.com/sets/images/42021-1.jpg,14.99,19.99,24.99,10.49,Box,Retail
42022,Hot Rod,2014,Technic,,414,NA,http://images.brickset.com/sets/images/42022-1.jpg,29.99,39.99,49.99,29.99,Box,Retail
42023,Construction Crew,2014,Technic,,833,NA,http://images.brickset.com/sets/images/42023-1.jpg,49.99,69.99,89.99,59.99,Box,Retail
42024,Container Truck,2014,Technic,,948,NA,http://images.brickset.com/sets/images/42024-1.jpg,59.99,79.99,99.99,69.99,Box,Retail
42025,Cargo Plane,2014,Technic,,1297,NA,http://images.brickset.com/sets/images/42025-1.jpg,109.99,139.99,159.99,119.99,Box,Retail
42026,Black Champion Racer,2014,Technic,,137,NA,http://images.brickset.com/sets/images/42026-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
42027,Desert Racer,2014,Technic,,148,NA,http://images.brickset.com/sets/images/42027-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
42028,Bulldozer,2014,Technic,,617,NA,http://images.brickset.com/sets/images/42028-1.jpg,34.99,49.99,59.99,39.99,Box,Retail
42029,Customised Pick-Up Truck,2014,Technic,,1063,NA,http://images.brickset.com/sets/images/42029-1.jpg,69.99,99.99,119.99,89.99,Box,Retail
42030,Volvo L350F Wheel Loader,2014,Technic,,1636,NA,http://images.brickset.com/sets/images/42030-1.jpg,169.99,249.99,299.99,219.99,Box,Retail
44015,EVO Walker,2014,HERO Factory,,51,4,http://images.brickset.com/sets/images/44015-1.jpg,8.99,9.99,11.99,9.99,Other,Retail
44016,JAW Beast vs. STORMER,2014,HERO Factory,,49,1,http://images.brickset.com/sets/images/44016-1.jpg,8.99,9.99,11.99,9.99,Other,Retail
44017,STORMER Freeze Machine,2014,HERO Factory,,88,3,http://images.brickset.com/sets/images/44017-1.jpg,12.99,14.99,17.99,14.99,Other,Retail
44018,FURNO Jet Machine,2014,HERO Factory,,79,2,http://images.brickset.com/sets/images/44018-1.jpg,12.99,14.99,17.99,14.99,Other,Retail
44019,ROCKA Stealth Machine,2014,HERO Factory,,89,2,http://images.brickset.com/sets/images/44019-1.jpg,12.99,14.99,17.99,14.99,Other,Retail
44020,FLYER Beast vs. BREEZ,2014,HERO Factory,,91,1,http://images.brickset.com/sets/images/44020-1.jpg,12.99,14.99,17.99,14.99,Other,Retail
44021,SPLITTER Beast vs. FURNO & EVO,2014,HERO Factory,,108,2,http://images.brickset.com/sets/images/44021-1.jpg,17.99,19.99,24.99,19.99,Other,Retail
44022,EVO XL Machine,2014,HERO Factory,,193,3,http://images.brickset.com/sets/images/44022-1.jpg,19.99,24.99,29.99,24.99,Other,Retail
44023,ROCKA Crawler,2014,HERO Factory,,49,2,http://images.brickset.com/sets/images/44023-1.jpg,8.99,9.99,11.99,9.99,Foil pack,Retail
44024,TUNNELER Beast vs. SURGE,2014,HERO Factory,,59,1,http://images.brickset.com/sets/images/44024-1.jpg,8.99,9.99,11.99,9.99,Foil pack,Retail
44025,BULK Drill Machine,2014,HERO Factory,,113,2,http://images.brickset.com/sets/images/44025-1.jpg,12.99,14.99,17.99,14.99,Foil pack,Retail
44026,CRYSTAL Beast vs. BULK,2014,HERO Factory,,83,1,http://images.brickset.com/sets/images/44026-1.jpg,12.99,14.99,17.99,14.99,Foil pack,Retail
44027,BREEZ Flea Machine,2014,HERO Factory,,102,2,http://images.brickset.com/sets/images/44027-1.jpg,12.99,14.99,17.99,14.99,Foil pack,Retail
44028,SURGE & ROCKA Combat Machine,2014,HERO Factory,,188,4,http://images.brickset.com/sets/images/44028-1.jpg,24.99,24.99,29.99,29.99,Box,Retail
44029,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,HERO Factory,,218,4,http://images.brickset.com/sets/images/44029-1.jpg,34.99,34.99,44.99,39.99,Box,Retail
5002122,TC-4,2014,Star Wars,Minifig Pack,3,1,http://images.brickset.com/sets/images/5002122-1.jpg,4.99,NA,NA,NA,Polybag,Not specified
5002126,Martian Manhunter ,2014,DC Comics Super Heroes,Justice League,4,1,http://images.brickset.com/sets/images/5002126-1.jpg,0,0,NA,0,Polybag,Promotional
5002144,Dareth vs. Nindroid,2014,Ninjago,,10,2,http://images.brickset.com/sets/images/5002144-1.jpg,4.99,4.99,NA,NA,Polybag,Promotional
5002145,Rocket Raccoon,2014,Marvel Super Heroes,Guardians of the Galaxy,13,1,http://images.brickset.com/sets/images/5002145-1.jpg,4.99,4.99,NA,NA,Polybag,Not specified
